date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:06:36	10512/10512	---MCZ	200	added ('OK')	application/javascript	etag:W/%2292b31e268866a1949775b850228e04d9%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-color@3.1.0/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-color@3.1.0/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:36	5720/5720	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bb8e4f2e018f442df81b1f3c3864c99e%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-contour@4.0.2/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-contour@4.0.2/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:37	11472/11472	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c1eeac55f1fd8e325975e277e1fc009f%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-delaunay@6.0.4/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-delaunay@6.0.4/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:37	1798/1798	---MCZ	200	added ('OK')	application/javascript	etag:W/%22154eea3f58e659b0a8e5306f29398e8d%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-dispatch@3.0.1/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-dispatch@3.0.1/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:37	4089/4089	---MCZ	200	added ('OK')	application/javascript	etag:W/%2275bf3dbf74287ebf99100677e9d51f3f%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-drag@3.0.0/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-drag@3.0.0/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:38	3336/3336	---MCZ	200	added ('OK')	application/javascript	etag:W/%2202df7aaf2e816f01bfd80d6de4c835a5%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-dsv@3.0.1/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-dsv@3.0.1/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:38	3118/3118	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f6dba47d769e4f3b019e95cf962656c%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-ease@3.0.1/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-ease@3.0.1/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:38	1600/1600	---MCZ	200	added ('OK')	application/javascript	etag:W/%2239b02ab8843929f45a009e6f1019c040%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-fetch@3.0.1/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-fetch@3.0.1/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:38	8259/8259	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f4535e3470c7e55517b6708c0f349063%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-force@3.0.0/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-force@3.0.0/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:39	5126/5126	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fea1b2c55e12a0a0a6f9d8e089f9be09%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-format@3.1.0/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-format@3.1.0/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:39	36329/36329	---MCZ	200	added ('OK')	application/javascript	etag:W/%22426a2294de1caefd8f0dab063253b7c1%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-geo@3.1.1/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-geo@3.1.1/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:39	14812/14812	---MCZ	200	added ('OK')	application/javascript	etag:W/%228f00780494e00a04726b28748d0f4291%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-hierarchy@3.1.2/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-hierarchy@3.1.2/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:39	7822/7822	---MCZ	200	added ('OK')	application/javascript	etag:W/%228422b29973e596f4598d3a719c314c5e%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-interpolate@3.0.1/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-interpolate@3.0.1/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:40	2404/2404	---MCZ	200	added ('OK')	application/javascript	etag:W/%2212608eb926d5c91cb049bf9769512cd8%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-path@3.1.0/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-path@3.1.0/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:40	1549/1549	---MCZ	200	added ('OK')	application/javascript	etag:W/%2281be284c4f8b412db1d9c8be385a25e3%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-polygon@3.0.1/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-polygon@3.0.1/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:40	5196/5196	---MCZ	200	added ('OK')	application/javascript	etag:W/%2221cc57e9f0393300f196279590beb185%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-quadtree@3.0.1/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-quadtree@3.0.1/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:41	4020/4020	---MCZ	200	added ('OK')	application/javascript	etag:W/%22028e05455055c35142a67a877529a223%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-random@3.0.1/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-random@3.0.1/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:41	15879/15879	---MCZ	200	added ('OK')	application/javascript	etag:W/%2282f25d02f74fbcf4918fbea5402efbb1%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-scale@4.0.2/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-scale@4.0.2/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:41	19874/19874	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b457a4979ef34fb3e9b9f81482fc0033%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-scale-chromatic@3.1.0/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-scale-chromatic@3.1.0/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:41	13435/13435	---MCZ	200	added ('OK')	application/javascript	etag:W/%22aa1b555fee804e8eac813af2b81acaaf%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-selection@3.0.0/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-selection@3.0.0/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:42	31035/31035	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d6f9d55718a148f624c1b6171e68bc45%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-shape@3.2.0/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-shape@3.2.0/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:42	6028/6028	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f2d58e5453cb7ecdd61eddd363569915%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-time@3.1.0/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-time@3.1.0/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:42	9601/9601	---MCZ	200	added ('OK')	application/javascript	etag:W/%22288fe0f2aedb04504cfe25e08a724cf5%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-time-format@4.1.0/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-time-format@4.1.0/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:42	1876/1876	---MCZ	200	added ('OK')	application/javascript	etag:W/%22825ee2370c8ab0d90cc92eba6be07cf1%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-timer@3.0.1/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-timer@3.0.1/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:43	11628/11628	---MCZ	200	added ('OK')	application/javascript	etag:W/%224139381dcef087d26ca45aaf730f1d93%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-transition@3.0.1/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-transition@3.0.1/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:43	9825/9825	---MCZ	200	added ('OK')	application/javascript	etag:W/%225de9a220d5ebaea7e3a84c44071f5266%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/d3-zoom@3.0.0/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/d3-zoom@3.0.0/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:43	4557/4557	---MCZ	200	added ('OK')	application/javascript	etag:W/%2219ca373315d16fd7277b96bb7645b1b1%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/interval-tree-1d@1.0.4/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/interval-tree-1d@1.0.4/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:44	1206/1206	---MCZ	200	added ('OK')	application/javascript	etag:W/%227258255442d69037f65e4f0c51da6b28%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/internmap@2.0.3/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/internmap@2.0.3/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:44	5454/5454	---MCZ	200	added ('OK')	application/javascript	etag:W/%221bda175976ed9ffc7c711504c660a0ef%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/delaunator@5.0.1/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/delaunator@5.0.1/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:44	1354/1354	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c7e0e52c0704b6971891b20af5b948c6%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/binary-search-bounds@2.0.5/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/binary-search-bounds@2.0.5/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:44	24887/24887	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b9581f05e8c8b0ab81ada526973382a3%22	https://tibotiber.observablehq.cloud/smplrvable/_npm/robust-predicates@3.0.2/_esm.js	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_npm/robust-predicates@3.0.2/_esm.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:44	394/394	---M--	200	added ('OK')	image/png	etag:%2215f780b0d43c36109def1e9c70f77a60%22	https://tibotiber.observablehq.cloud/smplrvable/_file/img/observable.1af93621.png	C:/My%20Web%20Sites/co2/tibotiber.observablehq.cloud/smplrvable/_file/img/observable.1af93621.png	(from https://tibotiber.observablehq.cloud/smplrvable/)
10:06:45	16058/16058	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261ad020f5d029f8a0ec1bdcf07b34569%22	https://static.observableusercontent.com/next/project-latest.js	C:/My%20Web%20Sites/co2/static.observableusercontent.com/next/project-latest.js	(from https://tibotiber.observablehq.cloud/smplrvable/)
